infinitif,temps,personne,forme,exemple_fr,niveau
vouloir,futur simple,il/elle,voudra,il/elle voudra ce verbe (vouloir) au futur simple.,B1
vouloir,futur simple,nous,voudrons,nous voudrons ce verbe (vouloir) au futur simple.,B1
vouloir,futur simple,vous,voudrez,vous voudrez ce verbe (vouloir) au futur simple.,B1
vouloir,futur simple,ils/elles,voudront,ils/elles voudront ce verbe (vouloir) au futur simple.,B1
vouloir,conditionnel present,je,voudrais,je voudrais ce verbe (vouloir) au conditionnel present.,B1
vouloir,conditionnel present,tu,voudrais,tu voudrais ce verbe (vouloir) au conditionnel present.,B1
vouloir,conditionnel present,il/elle,voudrait,il/elle voudrait ce verbe (vouloir) au conditionnel present.,B1
vouloir,conditionnel present,nous,voudrions,nous voudrions ce verbe (vouloir) au conditionnel present.,B1
vouloir,conditionnel present,vous,voudriez,vous voudriez ce verbe (vouloir) au conditionnel present.,B1
vouloir,conditionnel present,ils/elles,voudraient,ils/elles voudraient ce verbe (vouloir) au conditionnel present.,B1
vouloir,subjonctif present,je,veuille,je veuille ce verbe (vouloir) au subjonctif present.,B2
vouloir,subjonctif present,tu,veuilles,tu veuilles ce verbe (vouloir) au subjonctif present.,B2
vouloir,subjonctif present,il/elle,veuille,il/elle veuille ce verbe (vouloir) au subjonctif present.,B2
vouloir,subjonctif present,nous,voulions,nous voulions ce verbe (vouloir) au subjonctif present.,B2
vouloir,subjonctif present,vous,vouliez,vous vouliez ce verbe (vouloir) au subjonctif present.,B2
vouloir,subjonctif present,ils/elles,veuillent,ils/elles veuillent ce verbe (vouloir) au subjonctif present.,B2
vouloir,passe compose,je,ai voulu,je ai voulu ce verbe (vouloir) au passe compose.,A2
vouloir,passe compose,tu,as voulu,tu as voulu ce verbe (vouloir) au passe compose.,A2
vouloir,passe compose,il/elle,a voulu,il/elle a voulu ce verbe (vouloir) au passe compose.,A2
vouloir,passe compose,nous,avons voulu,nous avons voulu ce verbe (vouloir) au passe compose.,A2
vouloir,passe compose,vous,avez voulu,vous avez voulu ce verbe (vouloir) au passe compose.,A2
vouloir,passe compose,ils/elles,ont voulu,ils/elles ont voulu ce verbe (vouloir) au passe compose.,A2
prendre,subjonctif present,je,prenne,je prenne ce verbe (prendre) au subjonctif present.,B2
prendre,subjonctif present,tu,prennes,tu prennes ce verbe (prendre) au subjonctif present.,B2
prendre,subjonctif present,il/elle,prenne,il/elle prenne ce verbe (prendre) au subjonctif present.,B2
prendre,subjonctif present,nous,prenions,nous prenions ce verbe (prendre) au subjonctif present.,B2
prendre,subjonctif present,vous,preniez,vous preniez ce verbe (prendre) au subjonctif present.,B2
prendre,subjonctif present,ils/elles,prennent,ils/elles prennent ce verbe (prendre) au subjonctif present.,B2
prendre,passe compose,je,ai pris,je ai pris ce verbe (prendre) au passe compose.,A2
prendre,passe compose,tu,as pris,tu as pris ce verbe (prendre) au passe compose.,A2
prendre,passe compose,il/elle,a pris,il/elle a pris ce verbe (prendre) au passe compose.,A2
prendre,passe compose,nous,avons pris,nous avons pris ce verbe (prendre) au passe compose.,A2
prendre,passe compose,vous,avez pris,vous avez pris ce verbe (prendre) au passe compose.,A2
prendre,passe compose,ils/elles,ont pris,ils/elles ont pris ce verbe (prendre) au passe compose.,A2
savoir,present,je,sais,je sais ce verbe (savoir) au present.,A2
savoir,present,tu,sais,tu sais ce verbe (savoir) au present.,A2
savoir,present,il/elle,sait,il/elle sait ce verbe (savoir) au present.,A2
savoir,present,nous,savons,nous savons ce verbe (savoir) au present.,A2
savoir,present,vous,savez,vous savez ce verbe (savoir) au present.,A2
savoir,present,ils/elles,savent,ils/elles savent ce verbe (savoir) au present.,A2
savoir,imparfait,je,savais,je savais ce verbe (savoir) au imparfait.,B1
savoir,imparfait,tu,savais,tu savais ce verbe (savoir) au imparfait.,B1
savoir,imparfait,il/elle,savait,il/elle savait ce verbe (savoir) au imparfait.,B1
savoir,imparfait,nous,savions,nous savions ce verbe (savoir) au imparfait.,B1
savoir,imparfait,vous,saviez,vous saviez ce verbe (savoir) au imparfait.,B1
savoir,imparfait,ils/elles,savaient,ils/elles savaient ce verbe (savoir) au imparfait.,B1
savoir,futur simple,je,saurai,je saurai ce verbe (savoir) au futur simple.,B1
savoir,futur simple,tu,sauras,tu sauras ce verbe (savoir) au futur simple.,B1
savoir,futur simple,il/elle,saura,il/elle saura ce verbe (savoir) au futur simple.,B1
savoir,futur simple,nous,saurons,nous saurons ce verbe (savoir) au futur simple.,B1
savoir,futur simple,vous,saurez,vous saurez ce verbe (savoir) au futur simple.,B1
savoir,futur simple,ils/elles,sauront,ils/elles sauront ce verbe (savoir) au futur simple.,B1
savoir,conditionnel present,je,saurais,je saurais ce verbe (savoir) au conditionnel present.,B1
savoir,conditionnel present,tu,saurais,tu saurais ce verbe (savoir) au conditionnel present.,B1
savoir,conditionnel present,il/elle,saurait,il/elle saurait ce verbe (savoir) au conditionnel present.,B1
savoir,conditionnel present,nous,saurions,nous saurions ce verbe (savoir) au conditionnel present.,B1
savoir,conditionnel present,vous,sauriez,vous sauriez ce verbe (savoir) au conditionnel present.,B1
savoir,conditionnel present,ils/elles,sauraient,ils/elles sauraient ce verbe (savoir) au conditionnel present.,B1
savoir,subjonctif present,je,sache,je sache ce verbe (savoir) au subjonctif present.,B2
savoir,subjonctif present,tu,saches,tu saches ce verbe (savoir) au subjonctif present.,B2
savoir,subjonctif present,il/elle,sache,il/elle sache ce verbe (savoir) au subjonctif present.,B2
savoir,subjonctif present,nous,sachions,nous sachions ce verbe (savoir) au subjonctif present.,B2
savoir,subjonctif present,vous,sachiez,vous sachiez ce verbe (savoir) au subjonctif present.,B2
savoir,subjonctif present,ils/elles,sachent,ils/elles sachent ce verbe (savoir) au subjonctif present.,B2
savoir,passe compose,je,ai su,je ai su ce verbe (savoir) au passe compose.,A2
savoir,passe compose,tu,as su,tu as su ce verbe (savoir) au passe compose.,A2
savoir,passe compose,il/elle,a su,il/elle a su ce verbe (savoir) au passe compose.,A2
savoir,passe compose,nous,avons su,nous avons su ce verbe (savoir) au passe compose.,A2
savoir,passe compose,vous,avez su,vous avez su ce verbe (savoir) au passe compose.,A2
savoir,passe compose,ils/elles,ont su,ils/elles ont su ce verbe (savoir) au passe compose.,A2
parler,present,je,parle,je parle ce verbe (parler) au present.,A1
parler,present,tu,parles,tu parles ce verbe (parler) au present.,A1
parler,present,il/elle,parle,il/elle parle ce verbe (parler) au present.,A1
parler,present,nous,parlons,nous parlons ce verbe (parler) au present.,A1
parler,present,vous,parlez,vous parlez ce verbe (parler) au present.,A1
parler,present,ils/elles,parlent,ils/elles parlent ce verbe (parler) au present.,A1
parler,imparfait,je,parlais,je parlais ce verbe (parler) au imparfait.,A2
parler,imparfait,tu,parlais,tu parlais ce verbe (parler) au imparfait.,A2
parler,imparfait,il/elle,parlait,il/elle parlait ce verbe (parler) au imparfait.,A2
parler,imparfait,nous,parlions,nous parlions ce verbe (parler) au imparfait.,A2
parler,imparfait,vous,parliez,vous parliez ce verbe (parler) au imparfait.,A2
parler,imparfait,ils/elles,parlaient,ils/elles parlaient ce verbe (parler) au imparfait.,A2
parler,futur simple,je,parlerai,je parlerai ce verbe (parler) au futur simple.,A2
parler,futur simple,tu,parleras,tu parleras ce verbe (parler) au futur simple.,A2
parler,futur simple,il/elle,parlera,il/elle parlera ce verbe (parler) au futur simple.,A2
parler,futur simple,nous,parlerons,nous parlerons ce verbe (parler) au futur simple.,A2
parler,futur simple,vous,parlerez,vous parlerez ce verbe (parler) au futur simple.,A2
parler,futur simple,ils/elles,parleront,ils/elles parleront ce verbe (parler) au futur simple.,A2
parler,conditionnel present,je,parlerais,je parlerais ce verbe (parler) au conditionnel present.,B1
parler,conditionnel present,tu,parlerais,tu parlerais ce verbe (parler) au conditionnel present.,B1
parler,conditionnel present,il/elle,parlerait,il/elle parlerait ce verbe (parler) au conditionnel present.,B1
parler,conditionnel present,nous,parlerions,nous parlerions ce verbe (parler) au conditionnel present.,B1
parler,conditionnel present,vous,parleriez,vous parleriez ce verbe (parler) au conditionnel present.,B1
parler,conditionnel present,ils/elles,parleraient,ils/elles parleraient ce verbe (parler) au conditionnel present.,B1
parler,subjonctif present,je,parle,je parle ce verbe (parler) au subjonctif present.,B2
parler,subjonctif present,tu,parles,tu parles ce verbe (parler) au subjonctif present.,B2
parler,subjonctif present,il/elle,parle,il/elle parle ce verbe (parler) au subjonctif present.,B2
parler,subjonctif present,nous,parlions,nous parlions ce verbe (parler) au subjonctif present.,B2
parler,subjonctif present,vous,parliez,vous parliez ce verbe (parler) au subjonctif present.,B2
parler,subjonctif present,ils/elles,parlent,ils/elles parlent ce verbe (parler) au subjonctif present.,B2
parler,passe compose,je,ai parle,je ai parle ce verbe (parler) au passe compose.,A2
parler,passe compose,tu,as parle,tu as parle ce verbe (parler) au passe compose.,A2
parler,passe compose,il/elle,a parle,il/elle a parle ce verbe (parler) au passe compose.,A2
parler,passe compose,nous,avons parle,nous avons parle ce verbe (parler) au passe compose.,A2
parler,passe compose,vous,avez parle,vous avez parle ce verbe (parler) au passe compose.,A2
parler,passe compose,ils/elles,ont parle,ils/elles ont parle ce verbe (parler) au passe compose.,A2
travailler,present,je,travaille,je travaille ce verbe (travailler) au present.,A1
travailler,present,tu,travailles,tu travailles ce verbe (travailler) au present.,A1
travailler,present,il/elle,travaille,il/elle travaille ce verbe (travailler) au present.,A1
travailler,present,nous,travaillons,nous travaillons ce verbe (travailler) au present.,A1
travailler,present,vous,travaillez,vous travaillez ce verbe (travailler) au present.,A1
travailler,present,ils/elles,travaillent,ils/elles travaillent ce verbe (travailler) au present.,A1
travailler,imparfait,je,travaillais,je travaillais ce verbe (travailler) au imparfait.,A2
travailler,imparfait,tu,travaillais,tu travaillais ce verbe (travailler) au imparfait.,A2
travailler,imparfait,il/elle,travaillait,il/elle travaillait ce verbe (travailler) au imparfait.,A2
travailler,imparfait,nous,travaillions,nous travaillions ce verbe (travailler) au imparfait.,A2
travailler,imparfait,vous,travailliez,vous travailliez ce verbe (travailler) au imparfait.,A2
travailler,imparfait,ils/elles,travaillaient,ils/elles travaillaient ce verbe (travailler) au imparfait.,A2
travailler,futur simple,je,travaillerai,je travaillerai ce verbe (travailler) au futur simple.,A2
travailler,futur simple,tu,travailleras,tu travailleras ce verbe (travailler) au futur simple.,A2
travailler,futur simple,il/elle,travaillera,il/elle travaillera ce verbe (travailler) au futur simple.,A2
travailler,futur simple,nous,travaillerons,nous travaillerons ce verbe (travailler) au futur simple.,A2
travailler,futur simple,vous,travaillerez,vous travaillerez ce verbe (travailler) au futur simple.,A2
travailler,futur simple,ils/elles,travailleront,ils/elles travailleront ce verbe (travailler) au futur simple.,A2
travailler,conditionnel present,je,travaillerais,je travaillerais ce verbe (travailler) au conditionnel present.,B1
travailler,conditionnel present,tu,travaillerais,tu travaillerais ce verbe (travailler) au conditionnel present.,B1
travailler,conditionnel present,il/elle,travaillerait,il/elle travaillerait ce verbe (travailler) au conditionnel present.,B1
travailler,conditionnel present,nous,travaillerions,nous travaillerions ce verbe (travailler) au conditionnel present.,B1
travailler,conditionnel present,vous,travailleriez,vous travailleriez ce verbe (travailler) au conditionnel present.,B1
travailler,conditionnel present,ils/elles,travailleraient,ils/elles travailleraient ce verbe (travailler) au conditionnel present.,B1
travailler,subjonctif present,je,travaille,je travaille ce verbe (travailler) au subjonctif present.,B2
travailler,subjonctif present,tu,travailles,tu travailles ce verbe (travailler) au subjonctif present.,B2
travailler,subjonctif present,il/elle,travaille,il/elle travaille ce verbe (travailler) au subjonctif present.,B2
travailler,subjonctif present,nous,travaillions,nous travaillions ce verbe (travailler) au subjonctif present.,B2
travailler,subjonctif present,vous,travailliez,vous travailliez ce verbe (travailler) au subjonctif present.,B2
travailler,subjonctif present,ils/elles,travaillent,ils/elles travaillent ce verbe (travailler) au subjonctif present.,B2
travailler,passe compose,je,ai travaille,je ai travaille ce verbe (travailler) au passe compose.,A2
travailler,passe compose,tu,as travaille,tu as travaille ce verbe (travailler) au passe compose.,A2
travailler,passe compose,il/elle,a travaille,il/elle a travaille ce verbe (travailler) au passe compose.,A2
travailler,passe compose,nous,avons travaille,nous avons travaille ce verbe (travailler) au passe compose.,A2
travailler,passe compose,vous,avez travaille,vous avez travaille ce verbe (travailler) au passe compose.,A2
travailler,passe compose,ils/elles,ont travaille,ils/elles ont travaille ce verbe (travailler) au passe compose.,A2
aimer,present,je,aime,je aime ce verbe (aimer) au present.,A1
aimer,present,tu,aimes,tu aimes ce verbe (aimer) au present.,A1
aimer,present,il/elle,aime,il/elle aime ce verbe (aimer) au present.,A1
aimer,present,nous,aimons,nous aimons ce verbe (aimer) au present.,A1
aimer,present,vous,aimez,vous aimez ce verbe (aimer) au present.,A1
aimer,present,ils/elles,aiment,ils/elles aiment ce verbe (aimer) au present.,A1
aimer,imparfait,je,aimais,je aimais ce verbe (aimer) au imparfait.,A2
aimer,imparfait,tu,aimais,tu aimais ce verbe (aimer) au imparfait.,A2
aimer,imparfait,il/elle,aimait,il/elle aimait ce verbe (aimer) au imparfait.,A2
aimer,imparfait,nous,aimions,nous aimions ce verbe (aimer) au imparfait.,A2
aimer,imparfait,vous,aimiez,vous aimiez ce verbe (aimer) au imparfait.,A2
aimer,imparfait,ils/elles,aimaient,ils/elles aimaient ce verbe (aimer) au imparfait.,A2
aimer,futur simple,je,aimerai,je aimerai ce verbe (aimer) au futur simple.,A2
aimer,futur simple,tu,aimeras,tu aimeras ce verbe (aimer) au futur simple.,A2
aimer,futur simple,il/elle,aimera,il/elle aimera ce verbe (aimer) au futur simple.,A2
aimer,futur simple,nous,aimerons,nous aimerons ce verbe (aimer) au futur simple.,A2
aimer,futur simple,vous,aimerez,vous aimerez ce verbe (aimer) au futur simple.,A2
aimer,futur simple,ils/elles,aimeront,ils/elles aimeront ce verbe (aimer) au futur simple.,A2
aimer,conditionnel present,je,aimerais,je aimerais ce verbe (aimer) au conditionnel present.,B1
aimer,conditionnel present,tu,aimerais,tu aimerais ce verbe (aimer) au conditionnel present.,B1
aimer,conditionnel present,il/elle,aimerait,il/elle aimerait ce verbe (aimer) au conditionnel present.,B1
aimer,conditionnel present,nous,aimerions,nous aimerions ce verbe (aimer) au conditionnel present.,B1
aimer,conditionnel present,vous,aimeriez,vous aimeriez ce verbe (aimer) au conditionnel present.,B1
aimer,conditionnel present,ils/elles,aimeraient,ils/elles aimeraient ce verbe (aimer) au conditionnel present.,B1
aimer,subjonctif present,je,aime,je aime ce verbe (aimer) au subjonctif present.,B2
aimer,subjonctif present,tu,aimes,tu aimes ce verbe (aimer) au subjonctif present.,B2
aimer,subjonctif present,il/elle,aime,il/elle aime ce verbe (aimer) au subjonctif present.,B2
aimer,subjonctif present,nous,aimions,nous aimions ce verbe (aimer) au subjonctif present.,B2
aimer,subjonctif present,vous,aimiez,vous aimiez ce verbe (aimer) au subjonctif present.,B2
aimer,subjonctif present,ils/elles,aiment,ils/elles aiment ce verbe (aimer) au subjonctif present.,B2
aimer,passe compose,je,ai aime,je ai aime ce verbe (aimer) au passe compose.,A2
aimer,passe compose,tu,as aime,tu as aime ce verbe (aimer) au passe compose.,A2
aimer,passe compose,il/elle,a aime,il/elle a aime ce verbe (aimer) au passe compose.,A2
aimer,passe compose,nous,avons aime,nous avons aime ce verbe (aimer) au passe compose.,A2
aimer,passe compose,vous,avez aime,vous avez aime ce verbe (aimer) au passe compose.,A2
aimer,passe compose,ils/elles,ont aime,ils/elles ont aime ce verbe (aimer) au passe compose.,A2
etudier,present,je,etudie,je etudie ce verbe (etudier) au present.,A1
etudier,present,tu,etudies,tu etudies ce verbe (etudier) au present.,A1
etudier,present,il/elle,etudie,il/elle etudie ce verbe (etudier) au present.,A1
etudier,present,nous,etudions,nous etudions ce verbe (etudier) au present.,A1
etudier,present,vous,etudiez,vous etudiez ce verbe (etudier) au present.,A1
etudier,present,ils/elles,etudient,ils/elles etudient ce verbe (etudier) au present.,A1
etudier,imparfait,je,etudiais,je etudiais ce verbe (etudier) au imparfait.,A2
etudier,imparfait,tu,etudiais,tu etudiais ce verbe (etudier) au imparfait.,A2
etudier,imparfait,il/elle,etudiait,il/elle etudiait ce verbe (etudier) au imparfait.,A2
etudier,imparfait,nous,etudiions,nous etudiions ce verbe (etudier) au imparfait.,A2
etudier,imparfait,vous,etudiiez,vous etudiiez ce verbe (etudier) au imparfait.,A2
etudier,imparfait,ils/elles,etudiaient,ils/elles etudiaient ce verbe (etudier) au imparfait.,A2
etudier,futur simple,je,etudierai,je etudierai ce verbe (etudier) au futur simple.,A2
etudier,futur simple,tu,etudieras,tu etudieras ce verbe (etudier) au futur simple.,A2
etudier,futur simple,il/elle,etudiera,il/elle etudiera ce verbe (etudier) au futur simple.,A2
etudier,futur simple,nous,etudierons,nous etudierons ce verbe (etudier) au futur simple.,A2
etudier,futur simple,vous,etudierez,vous etudierez ce verbe (etudier) au futur simple.,A2
etudier,futur simple,ils/elles,etudieront,ils/elles etudieront ce verbe (etudier) au futur simple.,A2
etudier,conditionnel present,je,etudierais,je etudierais ce verbe (etudier) au conditionnel present.,B1
etudier,conditionnel present,tu,etudierais,tu etudierais ce verbe (etudier) au conditionnel present.,B1
etudier,conditionnel present,il/elle,etudierait,il/elle etudierait ce verbe (etudier) au conditionnel present.,B1
etudier,conditionnel present,nous,etudierions,nous etudierions ce verbe (etudier) au conditionnel present.,B1
etudier,conditionnel present,vous,etudieriez,vous etudieriez ce verbe (etudier) au conditionnel present.,B1
etudier,conditionnel present,ils/elles,etudieraient,ils/elles etudieraient ce verbe (etudier) au conditionnel present.,B1
etudier,subjonctif present,je,etudie,je etudie ce verbe (etudier) au subjonctif present.,B2
etudier,subjonctif present,tu,etudies,tu etudies ce verbe (etudier) au subjonctif present.,B2
etudier,subjonctif present,il/elle,etudie,il/elle etudie ce verbe (etudier) au subjonctif present.,B2
etudier,subjonctif present,nous,etudiions,nous etudiions ce verbe (etudier) au subjonctif present.,B2
etudier,subjonctif present,vous,etudiiez,vous etudiiez ce verbe (etudier) au subjonctif present.,B2
etudier,subjonctif present,ils/elles,etudient,ils/elles etudient ce verbe (etudier) au subjonctif present.,B2
etudier,passe compose,je,ai etudie,je ai etudie ce verbe (etudier) au passe compose.,A2
etudier,passe compose,tu,as etudie,tu as etudie ce verbe (etudier) au passe compose.,A2
etudier,passe compose,il/elle,a etudie,il/elle a etudie ce verbe (etudier) au passe compose.,A2
etudier,passe compose,nous,avons etudie,nous avons etudie ce verbe (etudier) au passe compose.,A2
etudier,passe compose,vous,avez etudie,vous avez etudie ce verbe (etudier) au passe compose.,A2
etudier,passe compose,ils/elles,ont etudie,ils/elles ont etudie ce verbe (etudier) au passe compose.,A2
jouer,present,je,joue,je joue ce verbe (jouer) au present.,A1
jouer,present,tu,joues,tu joues ce verbe (jouer) au present.,A1
jouer,present,il/elle,joue,il/elle joue ce verbe (jouer) au present.,A1
jouer,present,nous,jouons,nous jouons ce verbe (jouer) au present.,A1
jouer,present,vous,jouez,vous jouez ce verbe (jouer) au present.,A1
jouer,present,ils/elles,jouent,ils/elles jouent ce verbe (jouer) au present.,A1
jouer,imparfait,je,jouais,je jouais ce verbe (jouer) au imparfait.,A2
jouer,imparfait,tu,jouais,tu jouais ce verbe (jouer) au imparfait.,A2
jouer,imparfait,il/elle,jouait,il/elle jouait ce verbe (jouer) au imparfait.,A2
jouer,imparfait,nous,jouions,nous jouions ce verbe (jouer) au imparfait.,A2
jouer,imparfait,vous,jouiez,vous jouiez ce verbe (jouer) au imparfait.,A2
jouer,imparfait,ils/elles,jouaient,ils/elles jouaient ce verbe (jouer) au imparfait.,A2
jouer,futur simple,je,jouerai,je jouerai ce verbe (jouer) au futur simple.,A2
jouer,futur simple,tu,joueras,tu joueras ce verbe (jouer) au futur simple.,A2
jouer,futur simple,il/elle,jouera,il/elle jouera ce verbe (jouer) au futur simple.,A2
jouer,futur simple,nous,jouerons,nous jouerons ce verbe (jouer) au futur simple.,A2
jouer,futur simple,vous,jouerez,vous jouerez ce verbe (jouer) au futur simple.,A2
jouer,futur simple,ils/elles,joueront,ils/elles joueront ce verbe (jouer) au futur simple.,A2
jouer,conditionnel present,je,jouerais,je jouerais ce verbe (jouer) au conditionnel present.,B1
jouer,conditionnel present,tu,jouerais,tu jouerais ce verbe (jouer) au conditionnel present.,B1
jouer,conditionnel present,il/elle,jouerait,il/elle jouerait ce verbe (jouer) au conditionnel present.,B1
jouer,conditionnel present,nous,jouerions,nous jouerions ce verbe (jouer) au conditionnel present.,B1
jouer,conditionnel present,vous,joueriez,vous joueriez ce verbe (jouer) au conditionnel present.,B1
jouer,conditionnel present,ils/elles,joueraient,ils/elles joueraient ce verbe (jouer) au conditionnel present.,B1
jouer,subjonctif present,je,joue,je joue ce verbe (jouer) au subjonctif present.,B2
jouer,subjonctif present,tu,joues,tu joues ce verbe (jouer) au subjonctif present.,B2
jouer,subjonctif present,il/elle,joue,il/elle joue ce verbe (jouer) au subjonctif present.,B2
jouer,subjonctif present,nous,jouions,nous jouions ce verbe (jouer) au subjonctif present.,B2
jouer,subjonctif present,vous,jouiez,vous jouiez ce verbe (jouer) au subjonctif present.,B2
jouer,subjonctif present,ils/elles,jouent,ils/elles jouent ce verbe (jouer) au subjonctif present.,B2
jouer,passe compose,je,ai joue,je ai joue ce verbe (jouer) au passe compose.,A2
jouer,passe compose,tu,as joue,tu as joue ce verbe (jouer) au passe compose.,A2
jouer,passe compose,il/elle,a joue,il/elle a joue ce verbe (jouer) au passe compose.,A2
jouer,passe compose,nous,avons joue,nous avons joue ce verbe (jouer) au passe compose.,A2
jouer,passe compose,vous,avez joue,vous avez joue ce verbe (jouer) au passe compose.,A2
jouer,passe compose,ils/elles,ont joue,ils/elles ont joue ce verbe (jouer) au passe compose.,A2
demander,present,je,demande,je demande ce verbe (demander) au present.,A1
demander,present,tu,demandes,tu demandes ce verbe (demander) au present.,A1
demander,present,il/elle,demande,il/elle demande ce verbe (demander) au present.,A1
demander,present,nous,demandons,nous demandons ce verbe (demander) au present.,A1
demander,present,vous,demandez,vous demandez ce verbe (demander) au present.,A1
demander,present,ils/elles,demandent,ils/elles demandent ce verbe (demander) au present.,A1
demander,imparfait,je,demandais,je demandais ce verbe (demander) au imparfait.,A2
demander,imparfait,tu,demandais,tu demandais ce verbe (demander) au imparfait.,A2
demander,imparfait,il/elle,demandait,il/elle demandait ce verbe (demander) au imparfait.,A2
demander,imparfait,nous,demandions,nous demandions ce verbe (demander) au imparfait.,A2
demander,imparfait,vous,demandiez,vous demandiez ce verbe (demander) au imparfait.,A2
demander,imparfait,ils/elles,demandaient,ils/elles demandaient ce verbe (demander) au imparfait.,A2
demander,futur simple,je,demanderai,je demanderai ce verbe (demander) au futur simple.,A2
demander,futur simple,tu,demanderas,tu demanderas ce verbe (demander) au futur simple.,A2
demander,futur simple,il/elle,demandera,il/elle demandera ce verbe (demander) au futur simple.,A2
demander,futur simple,nous,demanderons,nous demanderons ce verbe (demander) au futur simple.,A2
demander,futur simple,vous,demanderez,vous demanderez ce verbe (demander) au futur simple.,A2
demander,futur simple,ils/elles,demanderont,ils/elles demanderont ce verbe (demander) au futur simple.,A2
demander,conditionnel present,je,demanderais,je demanderais ce verbe (demander) au conditionnel present.,B1
demander,conditionnel present,tu,demanderais,tu demanderais ce verbe (demander) au conditionnel present.,B1
